created_date,assignee_email,assignee_team,technology,ips_id,ips_title,predicted_category_existing,predicted_category_model,confidence,human_category,label_notes
2020-03-01,,wifi,WiFi,00496875,[Huawei][Quanta][Euler][CML-U][AX201][19H2]Miracast to play 4k video occurs 3~5 seconds blurred screen.,,Miracast,,,[補標目標: Miracast]
2017-10-31,,wifi,WiFi,00202495,[Samsung-Epic-15-KBLR-WsP-Windows10 RS3] 50 BSoD appears during miracast pairing.,,Miracast,,,[補標目標: Miracast]
2017-11-13,,wifi,WiFi,00204825,[Lenovo DT][9260][RS3][M920x][ECR462234] Can't establish miracast cast in Monitor only mode with WIFI disconnection.,,Miracast,,,[補標目標: Miracast]
2022-06-14,,wifi,WiFi,00713627,[HP/SIO2100096/Win11/ADL/GfP2/Riesling] The video of external monitor connected via Miracast will lag while playing local video,,Miracast,,,[補標目標: Miracast]
2024-11-13,,wifi,WiFi,00921990,"[Lenovo][Aladdin][LNL SIT][BE201][Win11] Cast page shows ""No displays are available"" when install ""Wireless Display"" and then press Win+K.(FR:2/2units,4/4cycles)",,Miracast,,,[補標目標: Miracast]
2021-04-12,,wifi,WiFi,00606754,[HUAWEI][HUAQIN][KelvinM][[AMD Lucienne-U]][Intel AX200][20H2] System does not sync screen via miracast from PC to PAD.,,Miracast,,,[補標目標: Miracast]
2021-03-31,,wifi,WiFi,00604428,[Huawei][Quanta][H81][CezanneM][AX200][20H2][WiFi][BUG-20210223-18647]DUT projecting to HUAWEI smart TV(V65i)/HONOR TV through miracast appeared afterimage.,,Miracast,,,[補標目標: Miracast]
2018-07-25,,wifi,WiFi,00283353,[Samsung][Largo-15R][KBL-WsP1216] Video distortion appears during using miracast receiver app('Connect') after sender system connect to some AP.,,Miracast,,,[補標目標: Miracast]
2025-04-29,,wifi,Ethernet/Wired LAN,00953391,[Longcheer][MECHREVO][AX210][DVT1][24H2]Canot Miracast to project the screen to this device wirelessly,,Miracast,,,[補標目標: Miracast]
2020-08-25,,wifi,WiFi,00540316,[Dell][Modena_TGL][Centenario_TGL] Miracast disconnected during system idle,,Miracast,,,[補標目標: Miracast]
2018-11-25,,wifi,WiFi,00399473,[HP/ME issue][W10/CFL/9560] AMT_027 & 056: WoWLAN fails when it?s enabled in Device Manager.,,WowLAN,,,[補標目標: WowLAN]
2018-04-18,,wifi,WiFi,00228485,[HP/SIO1578930][Trinidad][CFL/9260/W10][SCIT-HW/NPI/Trinidad & Tobago/SI2/Q30_003000/IoT RS1/FXN]UUT can't be waken up from S3 via wake on lan with Intel vPro 9260 WLAN card.,,WowLAN,,,[補標目標: WowLAN]
2019-03-25,,wifi,WiFi,00427430,[ASUS][PA90][CFL][AX200] AX200 can't wake up from S5 by using magic packet,,WowLAN,,,[補標目標: WowLAN]
2023-07-04,,wifi,WiFi,00813774,[Dell][Wistron][RPLS-Refresh+Q670][D13.5][DolphinNMlk2] SUT can't waken up from S4 by Wake on LAN (Magic Packet) tool with BE202 WIFI card,,WowLAN,,,[補標目標: WowLAN]
2020-10-05,,wifi,WiFi,00549759,[Dell/Compal] Cannot WoWLAN via WOL tool,,WowLAN,,,[補標目標: WowLAN]
2024-03-12,,wifi,WiFi,00868423,[ASUS_CCBU][Intel] WOWLAN disable,,WowLAN,,,[補標目標: WowLAN]
2020-01-30,,wifi,WiFi,00491067,Expected behavior of WoWLAN / WoL using Magic Packets when Modern Standby is enabled,,WowLAN,,,[補標目標: WowLAN]
2020-01-30,,wifi,WiFi,00491067,Expected behavior of WoWLAN / WoL using Magic Packets when Modern Standby is enabled,,WowLAN,,,[補標目標: WowLAN]
2022-09-14,,wifi,WiFi,00737819,Please check if receiving magic packet in WRT logs according to each time stamp,,WowLAN,,,[補標目標: WowLAN]
2021-10-06,,wifi,WiFi,00650091,[ASUS][Strix 2022]System can not wake on WLAN from modern standby by Magic Packet,,WowLAN,,,[補標目標: WowLAN]
2019-08-13,,wifi,WiFi,00456688,[HP/SIO1769836/WHL/CcP2/Miramar]Func-PT-NB-ME-CMP/Miramar-OOC: BSOD 0x0A occur when run Stress6(WSMAN S0M0 to SxM3 ME Idle PWR Stress) under WOWLAN enable mode.,,WowLAN,,,[補標目標: WowLAN]
2019-08-02,,wifi,WiFi,00453579,[Samsung][Odyssey2][CFL][JfP2] System under S4 doesn't wake up by magic packet.,,WowLAN,,,[補標目標: WowLAN]
2017-11-05,,wifi,WiFi,00203350,[HP/SIO1500360][Megatron1.0][8265/KBL-R/WIN10 RS3]Exit latency time is more than 500ms when MSC,,Performance,,,[補標目標: Performance]
2023-01-26,,wifi,WiFi,00780615,[LG][15Z90RT ][RPL/AX211/Win11 22H2] WLAN Throughput Issue,,Performance,,,[補標目標: Performance]
2021-09-09,,wifi,WiFi,00644526,[Lenovo-Ideapad][Wistron][Lenovo 500w Gen3 JSL][JSL][IntelAX201] WiFi throughput test fail on Win11 OS preload,,Performance,,,[補標目標: Performance]
2022-07-25,,wifi,WiFi,00723367,[Honor][huaqin][HiggsF][ADL][AX211][21H1[100%]]Sta throughput is lower  while coexistence with P2P.,,Performance,,,[補標目標: Performance]
2020-04-23,,wifi,WiFi,00509577,"[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]Play the same video, the PC are always lage than cell phone in miracase..",,Performance,,,[補標目標: Performance]
2024-11-06,,wifi,WCS Innovation Engineering,00920326,[LG][16Z90S][MTL/AX211/Win11 23H2] [ICPS]File copy from local PC to Citrix cloud PC is very slow,,Performance,,,[補標目標: Performance]
2021-11-08,,wifi,WiFi,00659146,[Lenovo-Thinkpad][Wistron][Fenrir Intel][ADL][IntelAX211] WiFi6E WiFi throughput test fail,,Performance,,,[補標目標: Performance]
2022-03-16,,bt,BT,00691145,[HUAWEI][HUAQIN][MorganF][Intel ADL][Intel AX 211][BT][Win11]The  BT headset sounds occurred lag during playing local music.,,Performance,,,[補標目標: Performance]
2020-04-12,,wifi,WiFi,00506711,[Huawei][Quanta][Euler][CML-U][AX201][WLAN][19H2]PC and cell phone throughput speed is lower. (MCC is CN),,Performance,,,[補標目標: Performance]
2023-02-16,,wifi,WiFi,00785528,[ASUS Gaming][RPL][AX211]2.4GHz Slow to Connect,,Performance,,,[補標目標: Performance]
2020-10-26,,bt,BT,00554994,[Lenovo IdeaPad][Inhouse][S750-14Pro][TGL-U][20H1] BT mouse lag after idle,,Performance,,,[補標目標: Performance]
2026-03-15,,bt,BT,01003734,"[HP][FXN][Mentali_SnowflakI][AX211]When playing local music and connecting another Bluetooth audio device, the music is delayed by about 20 seconds when output from the other Bluetooth audio device.",,Performance,,,[補標目標: Performance]
2021-08-26,,wifi,WiFi,00640843,[Lenovo-Thinkpad][LCFC][K14 Pacman Intel][TGL][TYP2][Win11]The DUT(sink) will shows garbage and video/music lag when PC(source) projecting to DUT(sink).,,Performance,,,[補標目標: Performance]
2020-08-17,,bt,BT,00538188,[Lenovo-thinkbook][Compal][Titan V350][TGL][9560][20H1][100%] BT headset has lag when search other BT devices under PC settings /use several BT devices at the same time,,Performance,,,[補標目標: Performance]
2020-11-30,,wifi,WiFi,00574767,[ASUS in house]UEFI[AX201] WIFI download speed,,Performance,,,[補標目標: Performance]
2025-08-26,,wifi,WiFi,00973722,[H3C][Sixunited][LP88][LNL][BE200]WiFi disconnect and re-connected several times then show YB after connect to a specific AP,,YB/Lost,,,[補標目標: YB/Lost]
2019-02-19,,bt,BT,00416637,[HP] - [Brighton 1.0][WHL][AX200 - 22260][RS5 17763] ? Winpvt reboot test got BT YB error code 10,,YB/Lost,,,[補標目標: YB/Lost]
2026-04-20,,bt,BT,01008910,"[Dell][Luxshare][Roma][WCL][Win11] [DVT]SUT device shows Bluetooth device yellow bang in DM and Bluetooth device lost in Stress log during Warm Boot stress test(FR:3 out of 14units,3 out of 3546cycles?",,YB/Lost,,,[補標目標: YB/Lost]
2021-04-27,,wifi,WiFi,00611187,[ASUS PCBU][X3400PA][Tigerlake HU][JfP2/9560][v22.30.0.11]WLAN yellow bang while reboot aging,,YB/Lost,,,[補標目標: YB/Lost]
2020-07-29,,bt,BT,00534130,[Lenovo IdeaPad][Compal][V350][TigerLake][AC9560/AX201][Win10][10%] BT lost(or yellow bang) during S4/CB.,,YB/Lost,,,[補標目標: YB/Lost]
2024-10-18,,bt,BT,00916471,[Honor][Wingtechh][FermatB][ARL-H][BT][AX201][24H2]BT YB issue occurred during the S4 stress test  fail rate: 3/20U?1/3000C,,YB/Lost,,,[補標目標: YB/Lost]
2021-03-12,,wifi,WiFi,00599020,[Huawei][Quanta][WrightD][TGL-U][AX201][20H1][WiFi][BUG-20200922-10670-log] Wifi/BT device shows yellow bang after reboot OS then idle 2 min.,,YB/Lost,,,[補標目標: YB/Lost]
2025-05-29,,bt,BT,00958242,"[HP][QTA][TDC][BNB_Wafer][ARL-H/U][Win11_24h2]:DM occur YB ""Unknown USB Device(Device Descriptor Request Failed)"" and BT lost when Run Robotic 7369B_ColdDockQuick with Hendrixx.(Gfp2_AX211)",,YB/Lost,,,[補標目標: YB/Lost]
2025-07-22,,bt,BT,00967983,"[HP][Deso & Esa][PTL]the Bluetooth driver displays ""yellow bang""",,YB/Lost,,,[補標目標: YB/Lost]
2021-05-24,,bt,BT,00617223,[ASUS PCBU][TGL][UX435EG][AX201]BT yellow bang(code 37) while reboot aging,,YB/Lost,,,[補標目標: YB/Lost]
2025-08-20,,wifi,WiFi,00972864,[Samsung][GB6-Ultra16] [PTL][WhP2] WLAN YB issue - Request to analyze Debug log,,YB/Lost,,,[補標目標: YB/Lost]
2024-10-18,,wifi,WiFi,00916456,[Lenovo][Compal][Ideapad S5P/S7P][ARL][AX203]Stress CB intel wlan show YB and BT lost,,YB/Lost,,,[補標目標: YB/Lost]
